Energy / Extraversion,Agreeableness,Conscientiousness,Emotional Instability,Intellect / Openness
2.77350098113,3.60555127546,0.554700196225,-5.26965186414,0.277350098113
-3.60555127546,-0.832050294338,-1.94145068679,-1.38675049056,-1.38675049056
1.94145068679,2.2188007849,2.49615088301,-4.16025147169,2.2188007849
4.4376015698,0.0,1.10940039245,-1.94145068679,3.88290137358
0.0,0.832050294338,2.2188007849,-2.77350098113,1.38675049056
2.2188007849,2.49615088301,2.77350098113,-3.32820117735,0.554700196225
0.0,0.832050294338,2.2188007849,-2.49615088301,-2.2188007849
4.16025147169,3.05085107924,2.77350098113,-4.71495166791,2.49615088301
2.2188007849,0.554700196225,4.99230176603,-3.60555127546,2.77350098113
4.16025147169,0.554700196225,0.554700196225,0.0,0.277350098113
3.88290137358,2.77350098113,1.38675049056,-3.32820117735,-0.277350098113
-2.77350098113,1.66410058868,1.38675049056,-2.77350098113,0.277350098113
3.88290137358,3.60555127546,2.49615088301,-1.38675049056,0.832050294338
-6.6564023547,-6.6564023547,-6.37905225659,-6.6564023547,-6.6564023547
1.94145068679,3.60555127546,3.88290137358,0.0,4.4376015698
-4.16025147169,-2.49615088301,-2.77350098113,-5.26965186414,-5.26965186414
2.77350098113,1.94145068679,-1.38675049056,-4.4376015698,-1.10940039245
1.66410058868,3.32820117735,1.10940039245,-4.4376015698,1.38675049056
0.277350098113,0.0,-2.2188007849,-3.88290137358,-1.38675049056
1.94145068679,0.277350098113,0.277350098113,-0.832050294338,2.2188007849
0.832050294338,0.832050294338,-0.277350098113,-2.49615088301,-3.32820117735
-0.554700196225,2.77350098113,3.32820117735,-3.32820117735,2.49615088301
4.16025147169,4.16025147169,1.10940039245,-5.26965186414,-0.277350098113
3.60555127546,-1.66410058868,-0.277350098113,-0.832050294338,-1.66410058868
3.05085107924,1.94145068679,0.0,-1.94145068679,-0.277350098113
0.277350098113,-0.277350098113,-1.94145068679,-0.832050294338,-2.49615088301
-0.554700196225,2.77350098113,-0.554700196225,-4.71495166791,2.49615088301
-0.554700196225,0.832050294338,-2.77350098113,-6.10170215848,0.554700196225
1.10940039245,0.554700196225,-0.832050294338,-0.277350098113,-2.77350098113
1.94145068679,4.4376015698,3.32820117735,-5.82435206036,0.832050294338
5.26965186414,3.05085107924,1.10940039245,-2.2188007849,1.66410058868
1.66410058868,1.94145068679,-1.94145068679,-2.2188007849,1.38675049056
1.38675049056,2.77350098113,-0.554700196225,-2.49615088301,1.10940039245
3.88290137358,-2.49615088301,-2.2188007849,-4.4376015698,-1.10940039245
2.49615088301,1.66410058868,1.10940039245,-4.16025147169,0.832050294338
5.82435206036,0.554700196225,1.94145068679,-5.54700196225,3.32820117735
3.32820117735,3.88290137358,2.77350098113,-3.05085107924,4.4376015698
4.99230176603,2.77350098113,0.277350098113,-0.277350098113,3.05085107924
2.77350098113,0.832050294338,0.0,-5.82435206036,0.277350098113
-0.554700196225,-1.66410058868,0.0,-3.88290137358,-1.66410058868
-1.10940039245,1.94145068679,0.0,-5.26965186414,0.0
0.277350098113,0.832050294338,2.49615088301,-4.16025147169,3.05085107924
1.66410058868,1.66410058868,0.832050294338,-3.05085107924,-0.277350098113
0.554700196225,1.10940039245,-2.77350098113,-2.49615088301,-0.277350098113
-0.277350098113,0.0,0.0,-4.4376015698,0.0
3.32820117735,3.05085107924,0.832050294338,-4.71495166791,-2.49615088301
3.05085107924,0.0,-4.4376015698,-1.94145068679,-1.66410058868
3.05085107924,1.94145068679,1.66410058868,-1.10940039245,6.37905225659
-0.277350098113,0.277350098113,0.554700196225,-1.66410058868,-1.10940039245
4.16025147169,3.32820117735,3.60555127546,0.832050294338,2.49615088301
-1.10940039245,0.0,-3.05085107924,-4.99230176603,-4.71495166791
0.554700196225,2.77350098113,2.77350098113,-2.77350098113,3.32820117735
3.60555127546,1.94145068679,3.32820117735,-1.66410058868,4.16025147169
0.277350098113,0.277350098113,-1.94145068679,-0.277350098113,1.66410058868
4.99230176603,2.49615088301,3.32820117735,-3.32820117735,4.16025147169
0.277350098113,0.277350098113,0.554700196225,-2.2188007849,-0.554700196225
1.94145068679,1.10940039245,1.38675049056,-6.37905225659,-2.77350098113
1.94145068679,-1.66410058868,-2.2188007849,-0.832050294338,-0.832050294338
2.77350098113,0.832050294338,-1.38675049056,-2.77350098113,-4.16025147169
1.94145068679,5.26965186414,3.88290137358,-5.82435206036,2.49615088301
-0.277350098113,1.94145068679,-2.77350098113,-1.38675049056,-2.49615088301
1.66410058868,1.38675049056,1.10940039245,-0.277350098113,-1.38675049056
1.10940039245,-1.94145068679,1.66410058868,-3.88290137358,-1.94145068679
1.38675049056,0.277350098113,-1.38675049056,-2.77350098113,-1.94145068679
1.66410058868,2.2188007849,3.05085107924,-4.16025147169,0.0
0.832050294338,1.10940039245,-0.554700196225,-2.49615088301,-1.38675049056
